Date,portfolio_ret,es_ret,rolling_corr
2020-01-03,0.0004891425183,-0.007210800859,
2020-01-06,0,0.002472569927,
2020-01-07,-0.0003912513044,-0.002543548636,
2020-01-08,0.001508035517,0.007727378101,
2020-01-09,-1.990519007e-05,0.004830917874,
2020-01-10,-0.0009074609717,-0.003434065934,
2020-01-13,0.0006330955097,0.007657554177,
2020-01-14,0.002168729283,-0.0005319553158,
2020-01-15,-0.002313296121,0.001748783455,
2020-01-16,-0.001514563106,0.006907020873,
2020-01-17,0.006160996726,0.002562942861,
2020-01-21,0.004248788845,-0.001654135338,
2020-01-22,0.000930462798,7.531254707e-05,
2020-01-23,0.001977781979,0.001882671888,
2020-01-24,0.002413852773,-0.009771497294,
2020-01-27,0.006118069209,-0.01639593138,
2020-01-28,-0.001805906027,0.01196172249,
2020-01-29,0.003013304189,-0.001753984595,
2020-01-30,0.0006331104525,0.005271199389,
2020-01-31,0.0007595553487,-0.01998632115,
2020-02-03,0.002597096831,0.006668734491,
2020-02-04,-0.002145478996,0.01663842243,
2020-02-05,0.0003995453995,0.01075920594,
2020-02-06,0.0008160160592,0.003073463268,
2020-02-07,0.002072509177,-0.00590389358,
2020-02-10,0.0002522344834,0.008269433168,
2020-02-11,-0.001033246373,0.001342081718,
2020-02-12,-0.0005810989698,0.006850335071,
2020-02-13,0.000521335126,-0.000887442686,
2020-02-14,0.002285803407,0.00103626943,
2020-02-18,0.00239397213,-0.003475303165,
2020-02-19,-0.002432571876,0.00534243526,
2020-02-20,0.000612780374,-0.005314045317,
2020-02-21,-0.00114235767,-0.008904058767,
2020-02-24,0.001688101646,-0.03383993412,
2020-02-25,-0.000804442439,-0.02905850446,
2020-02-26,0.001972734888,-0.007102952913,
2020-02-27,0.00100654159,-0.04927256651,
2020-02-28,0.00584808267,-0.002029083531,
2020-03-02,0.0034247525,0.03863097255,
2020-03-03,0.000656973,-0.02218597064,
2020-03-04,-0.0021243457,0.03928928929,
2020-03-05,0.0025989436,-0.03186451561,
2020-03-06,0.000488633,-0.01707842812,
2020-03-09,0.0062513977,-0.07295883941,
2020-03-10,0.00023866,0.04294422709,
2020-03-11,-0.00195183,-0.04379307337,
2020-03-12,-0.00133655,-0.09898731868,
2020-03-13,0.00169112,0.0919400567,
2020-03-16,0.00133653,-0.1037648368,
2020-03-17,-0.00349197,0.03279875841,
2020-03-18,-0.00033104,-0.03265878581,
2020-03-19,-0.00572142,-0.004453189727,
2020-03-20,-0.0022304,0.01445126391,
2020-03-23,0.00212446,-0.08920499758,
2020-03-24,0.003255,0.09795091196,
2020-03-25,0.00937306,0.0118949959,
2020-03-26,0.01435279,0.05715443859,
2020-03-27,0.007620824666,-0.03220858896,
2020-03-30,0.000759741559,0.0345681458,
2020-03-31,-5.6073816e-05,-0.01589277166,
2020-04-01,-0.00236652,-0.04737814963,
2020-04-02,-0.00286564,0.02798202614,
2020-04-03,-0.0018282,-0.0134114842,
2020-04-06,-5.835e-05,0.06514953177,
2020-04-07,0.00312898,-0.0009453582908,
2020-04-08,-0.00087353,0.0352006056,
2020-04-09,0.00227717,0.01636197441,
2020-04-13,-0.00085218,-0.007374763918,
2020-04-14,0.00226118,0.03035245085,
2020-04-15,0.0004862,-0.02391839606,
2020-04-16,-0.000612006,0.004504504505,
2020-04-17,0.00102599,0.02959641256,
2020-04-20,-0.00052432,-0.02212543554,
2020-04-21,0.00684495,-0.02654551933,
2020-04-22,-0.0044095746,0.02068081991,
2020-04-23,-0.0062646354,-0.00277927201,
2020-04-24,0.0065144325,0.01753124157,
2020-04-27,-0.001911608973,0.01396006362,
2020-04-28,-0.006588817965,-0.0006099686302,
2020-04-29,0.01084824519,0.02572151016,
2020-04-30,0.01578711578,-0.01309078545,
2020-05-01,-0.002749630705,-0.0278208441,
2020-05-04,-0.009764249844,0.001240365022,
2020-05-05,-0.008367968731,0.01168038227,
2020-05-06,-0.008391335108,-0.008659144581,
2020-05-07,0.007635385885,0.01641079936,
2020-05-08,0.003620372462,0.01684027778,
2020-05-11,-0.000616458659,-0.001963462523,
2020-05-12,-0.001163774967,-0.02403558293,
2020-05-13,-0.003448250354,-0.01384750219,
2020-05-14,0.0006092372802,0.01208674014,
2020-05-15,-0.002704334764,-0.0001756234633,
2020-05-18,0.01204322984,0.0356578254,
2020-05-19,0.002630247923,-0.009921981004,
2020-05-20,0.005742013883,0.01704496788,
2020-05-21,-0.003604021311,-0.01061141991,
2020-05-22,-0.004937468432,0.005447735785,
2020-05-26,0.0116646901,0.01405350491,
2020-05-27,0.0002981404834,0.01369176824,
2020-05-28,0.005807424728,0.0008235875474,
2020-05-29,0.003495039008,0.001316655695,
2020-06-01,0.01096253754,0.003944773176,
2020-06-02,0.008030649454,0.007531106745,
2020-06-03,0.003682899555,0.01324341891,
2020-06-04,0.002901857132,-0.002325394916,
2020-06-05,0.001680897535,0.02451374377,
2020-06-08,0.001851352668,0.01278732251,
2020-06-09,-0.0007879570497,-0.006816421379,
2020-06-10,0.001915268653,-0.006083294338,
2020-06-11,-0.007574234085,-0.05516321406,
2020-06-12,-0.0002114328089,0.008138858899,
2020-06-15,0.002408731736,0.01260400362,
2020-06-16,-0.001405533926,0.0181418809,
2020-06-17,-0.0006924270645,-0.003435876948,
2020-06-18,-0.002685800307,-0.002886465683,
2020-06-19,-0.001729139225,0.01680926343,
2020-06-22,0.00601012064,-0.01597780632,
2020-06-23,0.001095467855,0.002491360604,
2020-06-24,-0.003702127202,-0.02228635562,
2020-06-25,-8.22131947e-05,0.007133486389,
2020-06-26,-0.0016508303,-0.02076040055,
2020-06-29,0.001242991635,0.01355171267,
2020-06-30,0.006030807815,0.01394471331,
2020-07-01,4.91732397e-05,0.004125879783,
2020-07-02,3.1604407e-05,0.008378988076,
2020-07-06,0.002474971462,0.01374240972,
2020-07-07,-0.001345341131,-0.01119167718,
2020-07-08,0.003511171643,0.008608321377,
2020-07-09,-0.001251392376,-0.007112375533,
2020-07-10,-0.0006263451415,0.01193887297,
2020-07-13,0.005419836729,-0.009517067799,
2020-07-14,0.002687013576,0.01119669658,
2020-07-15,0.00060292017,0.01130830847,
2020-07-16,-0.001034334884,-0.007765180929,
2020-07-17,0.001168450301,0.006104241665,
2020-07-20,0.002887084624,0.009723086497,
2020-07-21,0.003668651749,0.00184885602,
2020-07-22,0.006143130196,0.004382929642,
2020-07-23,0.01055442447,-0.01163680906,
2020-07-24,-0.004643928674,-0.007281177382,
2020-07-27,0.003377043741,0.00881710362,
2020-07-28,-0.00103895572,-0.005955603682,
2020-07-29,0.002913998598,0.01229380641,
2020-07-30,0.0007438776519,-0.001152959262,
2020-07-31,-0.000153143686,0.004540207772,
2020-08-03,-0.0003636599513,0.007660487207,
2020-08-04,0.001774648692,0.003497035122,
2020-08-05,0.002424659469,0.004848484848,
2020-08-06,0.000751949739,0.008519300362,
2020-08-07,-0.003893934441,0.0001495103536,
2020-08-10,-0.0007934075091,0.002391808057,
2020-08-11,0.001380763557,-0.00678547461,
2020-08-12,0.002522461039,0.01201201201,
2020-08-13,0.00028615403,-0.0006676557864,
2020-08-14,0.0003791070215,-0.001855838468,
2020-08-17,0.001434850599,0.005429123903,
2020-08-18,0.00162011538,0.002145129078,
2020-08-19,-0.002118108993,-0.004207263065,
2020-08-20,0.0007633126495,0.002371951671,
2020-08-21,-0.000673277382,0.003475560157,
2020-08-24,-0.0003258335857,0.01031687546,
2020-08-25,0.000596139169,0.004522246535,
2020-08-26,0.00177415811,0.01081905315,
2020-08-27,1.66153366e-05,0.0014366784,
2020-08-28,0.003698312498,0.005523276666,
2020-08-31,0.001984892217,-0.001569410758,
2020-09-01,0.001471135162,0.008002286368,
2020-09-02,0.002522838571,0.01481428976,
2020-09-03,-0.001673466473,-0.03289795348,
2020-09-04,0.0001878525281,-0.01271125235,
2020-09-08,0.001847500975,-0.02399414777,
2020-09-09,-0.00163683069,0.01941238195,
2020-09-10,-0.0002249704463,-0.01757223734,
2020-09-11,-0.0007377389384,-0.00202065559,
2020-09-14,-0.0001101022798,0.0146231721,
2020-09-15,0.001106113016,0.006725794531,
2020-09-16,0.004422786502,-0.004625211071,
2020-09-17,-0.001559130421,-0.008260805429,
2020-09-18,-0.001630099343,-0.002350141306,
2020-09-21,0.001778343689,-0.0234375,
2020-09-22,0.005239164228,0.007404580153,
2020-09-23,0.00258228657,-0.02061074487,
2020-09-24,0.001263850676,0.002088974855,
2020-09-25,0.001204620688,0.01521000618,
2020-09-28,0.002336740536,0.01787208153,
2020-09-29,-0.001792921906,-0.003661087866,
2020-09-30,0.003134405378,0.005474315711,
2020-10-01,-0.001891052305,0.004698687351,
2020-10-02,0.002228004599,-0.008462623413,
2020-10-05,-0.000522844714,0.01609642884,
2020-10-06,-0.001517389166,-0.0117152962,
2020-10-07,0.001263221312,0.01595467084,
2020-10-08,0.001537052014,0.009026197989,
2020-10-09,0.0002534544965,0.0104,
2020-10-12,0.001435772447,0.01713092924,
2020-10-13,-0.00144614687,-0.007925836813,
2020-10-14,0.0009000980423,-0.006776517583,
2020-10-15,-0.0009998056155,-0.001580005745,
2020-10-16,-0.0001166597201,-0.003812401093,
2020-10-19,-0.001021228237,-0.01140876598,
2020-10-20,-0.0008655215283,0.002775545979,
2020-10-21,0.001734470424,7.283851701e-05,
2020-10-22,-0.0005804846249,0.0048798252,
2020-10-23,-0.001473490755,0.0007247952453,
2020-10-26,0.000386135871,-0.01687549794,
2020-10-27,0.0005220721805,-0.003094150582,
2020-10-28,4.2321817e-05,-0.03532367721,
2020-10-29,0.0009181116303,0.01187375517,
2020-10-30,0.0009727255026,-0.01135589371,
2020-11-02,0.0002089385696,0.01095030247,
2020-11-03,0.001320781308,0.01848204817,
2020-11-04,-0.0007655696273,0.02186523873,
2020-11-05,0.0009791314544,0.02030567686,
2020-11-06,-0.001515583952,-0.001141308225,
2020-11-09,0.006390313692,0.01235449547,
2020-11-10,0.002163343996,-0.0008465011287,
2020-11-11,0.001971705722,0.007624964699,
2020-11-12,0.000236383376,-0.00994955157,
2020-11-13,-0.000313445313,0.01401273885,
2020-11-16,-0.002532639207,0.01144611949,
2020-11-17,0.0008622918729,-0.004485233232,
2020-11-18,-0.000784899608,-0.01157551813,
2020-11-19,-0.00145062695,0.004207573633,
2020-11-20,0.001944170657,-0.00719273743,
2020-11-23,0.001016562465,0.00611943448,
2020-11-24,-0.003887193257,0.0158696868,
2020-11-25,-5.86765327e-05,-0.001514004542,
2020-11-27,-0.003149405627,0.002550141292,
2020-11-30,0.001472352823,-0.003643613364,
2020-12-01,-0.003067548434,0.01028082523,
2020-12-02,0.0003504393064,0.001844010381,
2020-12-03,-0.004383544825,-0.0007498807008,
2020-12-04,-0.001868643857,0.009141765589,
2020-12-07,-0.001084743662,-0.0019605192,
2020-12-08,0.001110979152,0.003048160943,
2020-12-09,0.0009314744079,-0.007968665586,
2020-12-10,-0.002561671645,-0.00108917631,
2020-12-11,-0.001202757099,-0.001976284585,
2020-12-14,0.001501833112,-0.00402867873,
2020-12-15,-0.003161236709,0.01316330728,
2020-12-16,0.001931266599,0.001691703884,
2020-12-17,-0.001544154616,0.005539417686,
2020-12-18,0.004281385192,0.001343634531,
2020-12-21,0.002101599602,-0.01086883596,
2020-12-22,0.00315131927,-0.002306179204,
2020-12-23,-0.001294970418,0.00115575498,
2020-12-24,0.002315198016,0.003666983566,
2020-12-28,0.002434758729,0.008795669824,
2020-12-29,-0.002895531417,-0.002012072435,
2020-12-30,-0.00423136726,0.001142473118,
2020-12-31,0.009134252633,0.006578505739,0.1126757583
2021-01-04,-0.002657414246,-0.01507169056,0.1151612534
2021-01-05,-0.001338447015,0.007041776694,0.1144236715
2021-01-06,0.001627917948,0.005983997848,0.1144435957
2021-01-07,0.003511687108,0.01470391659,0.1159825385
2021-01-08,0.000268090698,0.005796337768,0.1160185621
2021-01-11,0.000684174626,-0.006679764244,0.1157185319
2021-01-12,-0.001030478476,0.0006592827004,0.1157629584
2021-01-13,0.0002991000015,0.002437738833,0.1158425862
2021-01-14,3.3777918e-06,-0.003286230693,0.1163439909
2021-01-15,-0.0008624154052,-0.007649192219,0.1179013584
2021-01-19,-0.0001371945382,0.007508804572,0.1175499663
2021-01-20,-0.00151211114,0.01437805039,0.1163622859
2021-01-21,0.001093643271,0.0002600780234,0.1163575945
2021-01-22,0.0007665040095,-0.003055122205,0.1163111692
2021-01-25,-0.000545210988,0.003716502575,0.1171134559
2021-01-26,0.0002817893829,-0.00155904898,0.1228854333
2021-01-27,0.001119005611,-0.02556929083,0.123708325
2021-01-28,0.001263606708,0.009347666422,0.1243212371
2021-01-29,0.002055774862,-0.01958060462,0.1226704708
2021-02-01,0.0001298356224,0.01632818298,0.1222572138
2021-02-02,-0.0001037235411,0.01394144593,0.121065239
2021-02-03,0.0002192473382,0.001374975447,0.1238051443
2021-02-04,0.001276357022,0.01072315941,0.1242716625
2021-02-05,0.001351484617,0.004075559581,0.1243588866
2021-02-08,-0.0005818348853,0.007151601057,0.1243931185
2021-02-09,-0.001896968154,-0.0006397134084,0.1246874387
2021-02-10,-0.0001643,-0.0006401229036,0.1248548117
2021-02-11,0.00134178129,0.002305918524,0.125380295
2021-02-12,0.0009239896243,0.004856850716,0.125391933
2021-02-16,0.002918277517,-0.0008267616383,0.1251298712
2021-02-17,-0.002201655468,6.36496722e-05,0.1255220549
2021-02-18,0.0001598346138,-0.004709775967,0.1266654132
2021-02-19,-2.856965121e-05,-0.001662616703,0.1267311892
2021-02-22,-0.0006604458643,-0.007558288496,0.126423681
2021-02-23,-0.001265301683,0.001161740028,0.128793401
2021-02-24,0.003336377277,0.01147498711,0.1281050962
2021-02-25,0.003210654703,-0.0240917782,0.1248685754
2021-02-26,0.01099087474,-0.004911180773,0.1214253978
2021-03-01,-0.00262697486,0.02352199937,0.1182734941
2021-03-02,-0.00104009339,-0.008002462296,0.1145114036
2021-03-03,0.00443377899,-0.0131606164,0.1114590657
2021-03-04,0.01023199461,-0.01338852936,0.1092588745
2021-03-05,0.002732460309,0.01949224559,0.1147445497
2021-03-08,0.004721409939,-0.005131544673,0.1129732722
2021-03-09,-0.003821176779,0.01413871652,0.1352498472
2021-03-10,-0.0005767910172,0.005989724524,0.1372560792
2021-03-11,-0.000955916629,0.01031695111,0.1308749806
2021-03-12,0.003485380102,0.001397109254,0.125270028
2021-03-15,0.000151636477,0.006443102836,0.1261838859
2021-03-16,-0.0007313316034,-0.00131061599,0.1401192932
2021-03-17,-0.00207538989,0.002927518676,0.1500677225
2021-03-18,0.001413822593,-0.01449421238,0.1477516351
2021-03-19,-0.0001658111495,-0.0009651720968,0.1460456973
2021-03-22,0.004882065684,0.004442036283,0.1493229185
2021-03-23,0.004824680981,-0.007684478372,0.1646856379
2021-03-24,0.002577478024,-0.00487204472,0.1598617641
2021-03-25,0.001595910997,0.005076272933,0.1552040746
2021-03-26,-0.00188162141,0.01648506602,0.09702713001
2021-03-29,0.003087770614,-0.001488095238,0.1186901621
2021-03-30,0.002332874102,-0.002829068681,0.1193246333
2021-03-31,0.0001202302076,0.004990247486,0.1182946231
2021-04-01,-0.0005518405089,0.01071230529,0.106649413
2021-04-02,-6.892453546e-05,0,0.1165798604
2021-04-05,-0.002632515027,0.01441432455,0.1090274603
2021-04-06,-0.0009961968463,-0.0009096049365,0.1201331427
2021-04-07,0.002793126322,0.001451771654,0.1207375774
2021-04-08,-0.002519870719,0.00469299,0.1267945314
2021-04-09,0.001848900848,0.007459036439,0.1255556616
2021-04-12,-0.0002777077477,0.000194198325,0.1244471755
2021-04-13,-0.001058571541,0.003033759678,0.1212682499
2021-04-14,-0.005178450699,-0.00360530391,0.1240676583
