Date,Close
10/10/2024,5829
11/10/2024,5859.75
14/10/2024,5908.25
15/10/2024,5862.75
16/10/2024,5887
17/10/2024,5887
18/10/2024,5906
21/10/2024,5896.25
22/10/2024,5892.5
23/10/2024,5837.75
24/10/2024,5849
25/10/2024,5846
28/10/2024,5861.5
29/10/2024,5871
30/10/2024,5852
31/10/2024,5738.5
01/11/2024,5758.25
04/11/2024,5743.25
05/11/2024,5812.25
06/11/2024,5958.25
07/11/2024,6003.75
08/11/2024,6025.25
11/11/2024,6031.75
12/11/2024,6013
13/11/2024,6016
14/11/2024,5978.25
15/11/2024,5896.5
18/11/2024,5920
19/11/2024,5938.75
20/11/2024,5937.75
21/11/2024,5970.5
22/11/2024,5987
25/11/2024,6006.5
26/11/2024,6038.25
27/11/2024,6015
29/11/2024,6051.5
02/12/2024,6061.75
03/12/2024,6063.25
04/12/2024,6098.5
05/12/2024,6088.75
06/12/2024,6099
09/12/2024,6065.75
10/12/2024,6046.25
11/12/2024,6092.75
12/12/2024,6060.75
13/12/2024,6055.5
16/12/2024,6080.5
17/12/2024,6053.75
18/12/2024,5872.25
19/12/2024,5868.75
20/12/2024,5840.26
23/12/2024,6036
24/12/2024,6098
26/12/2024,6095.25
27/12/2024,6027
30/12/2024,5958.75
31/12/2024,5935.75
